timeStamp,label,responseCode,bytes,URL,Latency,Hostname,Connect
1563808408795,ImageBox Local,200,70182,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/46247,25236,256,256/256,/0/default.jpg?test=",40,DESKTOP-RTTOGI7,0
1563808408795,ImageBox Local,200,66518,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/53582,70036,256,256/256,/0/default.jpg?test=",41,DESKTOP-RTTOGI7,0
1563808408795,ImageBox Local,200,66059,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/31259,19257,256,256/256,/0/default.jpg?test=",41,DESKTOP-RTTOGI7,0
1563808408795,ImageBox Local,200,60012,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/10812,74392,256,256/256,/0/default.jpg?test=",47,DESKTOP-RTTOGI7,0
1563808408795,ImageBox Local,200,63010,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/177147,56460,256,256/256,/0/default.jpg?test=",61,DESKTOP-RTTOGI7,0
1563808408795,ImageBox Local,200,68784,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/183553,42267,256,256/256,/0/default.jpg?test=",61,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,2637,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/189204,83327,256,256/256,/0/default.jpg&test=",24,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,5147,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/5202,40464,256,256/256,/0/default.jpg&test=",25,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,2986,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/106855,29221,256,256/256,/0/default.jpg&test=",25,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,2048,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/153487,85622,256,256/256,/0/default.jpg&test=",26,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,11233,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/103235,59241,256,256/256,/0/default.jpg&test=",27,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,14724,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/161011,40701,256,256/256,/0/default.jpg&test=",28,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,15933,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/44919,3962,256,256/256,/0/default.jpg&test=",29,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,16575,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/172290,15849,256,256/256,/0/default.jpg&test=",29,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,16665,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/164951,22074,256,256/256,/0/default.jpg&test=",30,DESKTOP-RTTOGI7,0
1563808408872,IIP/OpenSlide,200,2650,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/117030,55600,256,256/256,/0/default.jpg&test=",37,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,5580,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/124446,10252,256,256/256,/0/default.jpg?test=",190,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,40471,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/122528,27479,256,256/256,/0/default.jpg?test=",185,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,7976,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/162678,89298,256,256/256,/0/default.jpg?test=",192,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,61814,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/9218,41640,256,256/256,/0/default.jpg?test=",183,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,68916,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/21188,67815,256,256/256,/0/default.jpg?test=",238,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,72869,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/127659,43494,256,256/256,/0/default.jpg?test=",239,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,68008,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/30318,24261,256,256/256,/0/default.jpg?test=",243,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,71557,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/120076,42327,256,256/256,/0/default.jpg?test=",250,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,69359,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/165239,21658,256,256/256,/0/default.jpg?test=",264,DESKTOP-RTTOGI7,0
1563808408923,ImageBox Amazon S3,200,60091,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/36552,67551,256,256/256,/0/default.jpg?test=",265,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,6067,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/23488,84599,256,256/256,/0/default.jpg?test=",31,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,52875,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/106225,66535,256,256/256,/0/default.jpg?test=",43,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,58635,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/141487,52987,256,256/256,/0/default.jpg?test=",43,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,67002,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/58418,65041,256,256/256,/0/default.jpg?test=",50,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,65398,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/14943,37709,256,256/256,/0/default.jpg?test=",42,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,70537,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/166172,44237,256,256/256,/0/default.jpg?test=",48,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,74824,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/54260,85209,256,256/256,/0/default.jpg?test=",43,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,74045,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/50332,20381,256,256/256,/0/default.jpg?test=",43,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,66837,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/168423,78346,256,256/256,/0/default.jpg?test=",54,DESKTOP-RTTOGI7,0
1563808409202,ImageBox Local,200,72456,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/74479,66186,256,256/256,/0/default.jpg?test=",54,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,13242,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/143070,77249,256,256/256,/0/default.jpg&test=",19,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,2268,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/101977,27223,256,256/256,/0/default.jpg&test=",20,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,16768,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/42435,74433,256,256/256,/0/default.jpg&test=",20,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,2278,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/128255,3299,256,256/256,/0/default.jpg&test=",23,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,11138,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/105487,36867,256,256/256,/0/default.jpg&test=",24,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,15071,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/136162,79589,256,256/256,/0/default.jpg&test=",24,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,15428,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/48760,26963,256,256/256,/0/default.jpg&test=",25,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,14756,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/29167,27380,256,256/256,/0/default.jpg&test=",26,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,14235,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/23964,67126,256,256/256,/0/default.jpg&test=",31,DESKTOP-RTTOGI7,0
1563808409277,IIP/OpenSlide,200,15508,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/138069,75281,256,256/256,/0/default.jpg&test=",38,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,6397,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/186861,2186,256,256/256,/0/default.jpg?test=",126,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,38689,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/144852,66079,256,256/256,/0/default.jpg?test=",150,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,67503,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/173102,402,256,256/256,/0/default.jpg?test=",147,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,67094,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/77053,16451,256,256/256,/0/default.jpg?test=",200,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,63600,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/35777,19377,256,256/256,/0/default.jpg?test=",207,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,70809,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/78107,36395,256,256/256,/0/default.jpg?test=",214,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,62494,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/138360,24325,256,256/256,/0/default.jpg?test=",243,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,66828,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/168817,76757,256,256/256,/0/default.jpg?test=",245,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,69707,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/179741,47671,256,256/256,/0/default.jpg?test=",249,DESKTOP-RTTOGI7,0
1563808409323,ImageBox Amazon S3,200,62623,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/40961,8360,256,256/256,/0/default.jpg?test=",287,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,13869,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/122901,3846,256,256/256,/0/default.jpg?test=",35,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,3392,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/82207,61663,256,256/256,/0/default.jpg?test=",36,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,2801,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/83723,73376,256,256/256,/0/default.jpg?test=",42,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,47269,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/46914,56181,256,256/256,/0/default.jpg?test=",39,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,68974,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/120428,52365,256,256/256,/0/default.jpg?test=",34,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,73284,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/74689,38694,256,256/256,/0/default.jpg?test=",41,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,70899,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/148460,12622,256,256/256,/0/default.jpg?test=",43,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,56971,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/168469,53744,256,256/256,/0/default.jpg?test=",54,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,67516,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/121419,57282,256,256/256,/0/default.jpg?test=",62,DESKTOP-RTTOGI7,0
1563808409622,ImageBox Local,200,69193,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/22754,61026,256,256/256,/0/default.jpg?test=",67,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,2773,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/97113,70707,256,256/256,/0/default.jpg&test=",24,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,2022,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/85088,40579,256,256/256,/0/default.jpg&test=",25,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,2061,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/98658,15369,256,256/256,/0/default.jpg&test=",25,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,12546,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/8863,65835,256,256/256,/0/default.jpg&test=",29,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,13477,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/26420,74944,256,256/256,/0/default.jpg&test=",29,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,15143,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/24686,45462,256,256/256,/0/default.jpg&test=",28,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,15190,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/22798,20589,256,256/256,/0/default.jpg&test=",29,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,16266,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/54463,67860,256,256/256,/0/default.jpg&test=",30,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,2033,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/98639,35936,256,256/256,/0/default.jpg&test=",32,DESKTOP-RTTOGI7,0
1563808409701,IIP/OpenSlide,200,2010,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/85893,63008,256,256/256,/0/default.jpg&test=",33,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,2818,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/87846,90474,256,256/256,/0/default.jpg?test=",117,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,4828,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/17414,84037,256,256/256,/0/default.jpg?test=",132,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,16078,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/119679,27490,256,256/256,/0/default.jpg?test=",136,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,69376,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/136466,23539,256,256/256,/0/default.jpg?test=",127,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,66357,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/74353,56882,256,256/256,/0/default.jpg?test=",141,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,7158,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/13656,86887,256,256/256,/0/default.jpg?test=",163,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,39726,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/2150,54357,256,256/256,/0/default.jpg?test=",182,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,65779,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/62653,41695,256,256/256,/0/default.jpg?test=",180,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,58453,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/145549,48165,256,256/256,/0/default.jpg?test=",199,DESKTOP-RTTOGI7,0
1563808409753,ImageBox Amazon S3,200,65607,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/130784,73313,256,256/256,/0/default.jpg?test=",268,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,5260,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/92923,22997,256,256/256,/0/default.jpg?test=",25,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,58027,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/123306,76598,256,256/256,/0/default.jpg?test=",36,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,44924,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/170279,33080,256,256/256,/0/default.jpg?test=",38,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,64693,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/12822,46088,256,256/256,/0/default.jpg?test=",38,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,62470,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/137944,70614,256,256/256,/0/default.jpg?test=",39,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,62453,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/3611,26074,256,256/256,/0/default.jpg?test=",39,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,56573,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/116889,78651,256,256/256,/0/default.jpg?test=",40,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,69018,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/149295,50023,256,256/256,/0/default.jpg?test=",41,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,71591,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/180719,24215,256,256/256,/0/default.jpg?test=",51,DESKTOP-RTTOGI7,0
1563808410035,ImageBox Local,200,16542,"http://atoz.stonybrookmedicine.edu:8888/bog/image.svs/156396,81594,256,256/256,/0/default.jpg?test=",61,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,1999,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/4452,87069,256,256/256,/0/default.jpg&test=",23,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,2109,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/11769,13645,256,256/256,/0/default.jpg&test=",24,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,2018,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/87933,64453,256,256/256,/0/default.jpg&test=",24,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,15342,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/40119,35672,256,256/256,/0/default.jpg&test=",26,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,2996,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/97382,455,256,256/256,/0/default.jpg&test=",27,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,15297,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/158881,58881,256,256/256,/0/default.jpg&test=",28,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,16070,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/177049,58842,256,256/256,/0/default.jpg&test=",29,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,14013,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/60833,21023,256,256/256,/0/default.jpg&test=",31,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,15313,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/158398,23892,256,256/256,/0/default.jpg&test=",31,DESKTOP-RTTOGI7,0
1563808410102,IIP/OpenSlide,200,15123,"http://atoz.stonybrookmedicine.edu:8889/fcgi-bin/iipsrv.fcgi?IIIF=/data/images/2019-07/image.svs/57395,6143,256,256/256,/0/default.jpg&test=",39,DESKTOP-RTTOGI7,0
1563808410153,ImageBox Amazon S3,200,3650,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/90059,56719,256,256/256,/0/default.jpg?test=",102,DESKTOP-RTTOGI7,0
1563808410153,ImageBox Amazon S3,200,52873,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/174669,9053,256,256/256,/0/default.jpg?test=",121,DESKTOP-RTTOGI7,0
1563808410153,ImageBox Amazon S3,200,8432,"http://atoz.stonybrookmedicine.edu:8888/bog/https://ebremeribox.s3.amazonaws.com/image.svs/102588,18327,256,256/256,/0/default.jpg?test=",131,DESKTOP-RTTOGI7,0
